Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.20.22-173.194.76.206-34374-443-6,192.168.20.22,34374,173.194.76.206,443,6,16/09/2020 03:36:09 PM,90248393,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08864423768742342,1.289262757142857E7,1.6071102665015707E7,3.007339E7,7037.0,9.0241356E7,3.0080452E7,24.269322199023193,3.008048E7,3.0080437E7,9.0241332E7,3.0080444E7,53.563046963368315,3.0080504E7,3.0080401E7,0,0,0,0,80,80,0.04432211884371171,0.04432211884371171,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4730,269,0,20,0,0,0,0,1.600270615082415E15,3.15425416175129E7,1.600270660192475E15,1.600270569972398E15,No Label
52.95.117.89-192.168.20.29-443-41558-6,52.95.117.89,443,192.168.20.29,41558,6,16/09/2020 03:36:21 PM,90045919,8,4,184.0,184.0,46.0,0.0,23.0,24.588034255943043,46.0,46.0,46.0,0.0,4.086803756203543,0.1332653398762025,8185992.636363637,1.3994692385758968E7,2.9977255E7,4421.0,9.0045919E7,1.2863702714285715E7,1.6006806259194167E7,2.9977255E7,23319.0,9.0022567E7,3.0007522333333332E7,12358.758689016195,3.0021155E7,2.9997052E7,1,0,0,0,160,80,0.08884355991746833,0.04442177995873416,0.0,46.0,31.846153846153854,22.097685225102023,488.3076923076922,0,0,0,8,12,0,0,0,0.0,34.5,23.0,46.0,0,0,0,0,0,0,0,15,0,15,748,1552,3,20,0,0,0,0,1.600270626839359E15,3.239730865847299E7,1.600270671845777E15,1.600270581844334E15,No Label
192.168.20.18-216.58.204.99-40283-80-6,192.168.20.18,40283,216.58.204.99,80,6,16/09/2020 03:36:23 PM,75008501,6,4,610.0,166.0,305.0,0.0,101.66666666666667,157.50132274576828,83.0,0.0,41.5,47.92007234273894,10.345494039402281,0.1333182221572459,8334277.888888889,1.5209113439147977E7,4.5015021E7,1027.0,7.5008501E7,1.50017002E7,1.8375250956869997E7,4.5015021E7,4302.0,7.5002857E7,2.5000952333333332E7,1.7336112347522162E7,4.5018966E7,1.49802E7,0,0,0,0,192,128,0.07999093329434753,0.05332728886289836,0.0,305.0,70.54545454545455,120.45112173521974,14508.472727272727,0,0,0,4,10,0,0,0,0.0,77.6,101.66666666666667,41.5,0,0,0,0,0,0,0,61,0,16,229,441,2,32,0,0,0,0,1.600270623192344E15,3.099442894084642E7,1.600270658827802E15,1.600270583828599E15,No Label
192.168.20.14-18.184.187.186-22616-1883-6,192.168.20.14,22616,18.184.187.186,1883,6,16/09/2020 03:36:25 PM,119999698,5,2,6.0,4.0,2.0,0.0,1.2,1.0954451150103321,2.0,2.0,2.0,0.0,0.08333354305608336,0.058333480139258355,1.9999949666666664E7,3.0881115648470514E7,5.9976158E7,11340.0,1.19999698E8,2.99999245E7,3.448781470459314E7,5.9976158E7,26532.0,6.000274E7,6.000274E7,0.0,6.000274E7,6.000274E7,1,0,0,0,100,40,0.04166677152804168,0.016666708611216673,0.0,2.0,1.5,0.9258200997725514,0.8571428571428571,0,0,0,5,7,0,0,0,0.0,1.7142857142857142,1.2,2.0,0,0,0,0,0,0,0,0,0,0,5640,6968,2,20,0,0,0,0,1.600270633848931E15,5.01183808984566E7,1.600270705612361E15,1.600270585855523E15,No Label
192.168.20.12-3.121.250.46-17593-1883-6,192.168.20.12,17593,3.121.250.46,1883,6,16/09/2020 03:36:29 PM,60232785,4,2,4.0,4.0,2.0,0.0,1.0,1.1547005383792515,2.0,2.0,2.0,0.0,0.13281803257146418,0.09961352442859815,1.2046557E7,2.679691348112313E7,5.9982039E7,4325.0,6.0232785E7,2.0077595E7,3.455843876776403E7,5.9982039E7,14911.0,5.9996988E7,5.9996988E7,0.0,5.9996988E7,5.9996988E7,1,0,0,0,80,40,0.06640901628573209,0.033204508142866046,0.0,2.0,1.4285714285714286,0.9759000729485332,0.9523809523809524,0,0,0,4,6,0,0,0,0.0,1.6666666666666667,1.0,2.0,0,0,0,0,0,0,0,0,0,0,5094,11256,1,20,0,0,0,0,1.6002706193105545E15,3.469452731928609E7,1.600270649471554E15,1.600270589253718E15,No Label
192.168.20.18-255.255.255.255-9999-9999-17,192.168.20.18,9999,255.255.255.255,9999,17,16/09/2020 03:36:36 PM,60011109,2,0,58.0,0.0,29.0,29.0,29.0,0.0,0,0,0,0,0.9664877214650375,0.03332716280913922,6.0011109E7,0.0,6.0011109E7,6.0011109E7,6.0011109E7,6.0011109E7,0.0,6.0011109E7,6.0011109E7,0,0,0,0,0,0,0,0,0,16,0,0.03332716280913922,0.0,29.0,29.0,29.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,43.5,29.0,0.0,0,0,0,0,0,0,1,29,0,0,0,0,1,8,0,0,0,0,6.0011109E7,0.0,6.0011109E7,6.0011109E7,No Label
216.58.209.238-192.168.20.18-443-58095-6,216.58.209.238,443,192.168.20.18,58095,6,16/09/2020 03:36:26 PM,110296348,5,5,265.0,0.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,2.402618081244177,0.09066483325449724,1.2255149777777778E7,1.4566556130082821E7,2.8832256E7,1152.0,1.10294936E8,2.7573734E7,1652598.4738326487,2.88335E7,2.531721E7,1.10295165E8,2.757379125E7,1652671.9920001018,2.8833668E7,2.5317193E7,1,0,0,0,160,160,0.04533241662724862,0.04533241662724862,0.0,53.0,28.909090909090907,27.678347296955955,766.0909090909091,0,0,0,5,10,0,0,0,1.0,31.8,53.0,0.0,0,0,0,0,0,0,0,26,0,0,561,282,4,32,0,0,0,0,1.6002706402358448E15,3.633364919591337E7,1.600270696878379E15,1.600270586587036E15,No Label
192.168.20.22-34.90.173.53-60284-443-6,192.168.20.22,60284,34.90.173.53,443,6,16/09/2020 03:36:21 PM,119695879,6,5,39.0,35.0,39.0,0.0,6.5,15.921683328090658,35.0,0.0,7.0,15.652475842498529,0.6182334815386584,0.09189957158007085,1.19695879E7,1.5438380867097406E7,3.0066481E7,466.0,1.19681815E8,2.3936363E7,1.3375070117354693E7,3.0080487E7,14730.0,1.19681944E8,2.9920486E7,298665.54132340057,3.0080642E7,2.9473081E7,0,0,0,0,120,100,0.05012703904367501,0.04177253253639584,0.0,39.0,6.166666666666666,14.427456988378623,208.15151515151518,0,0,0,2,11,0,0,0,0.0,6.7272727272727275,6.5,7.0,0,0,0,0,0,0,0,3,0,3,4015,4252,1,20,0,0,0,0,1.6002706381467832E15,3.804617642935267E7,1.600270701546007E15,1.600270581906552E15,No Label
192.168.20.18-192.168.20.1-0-0-0,192.168.20.18,0,192.168.20.1,0,0,16/09/2020 03:36:45 PM,64225393,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12456132421019207,9175056.142857142,2.3377363120311134E7,6.2178652E7,120.0,6.4225273E7,2.1408424333333336E7,3.530816287446484E7,6.2178779E7,1022333.0,6.4225246E7,2.1408415333333336E7,3.5308191453445956E7,6.2178803E7,1022302.0,0,0,0,0,0,0,0.06228066210509604,0.06228066210509604,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6002706374298612E15,3.443433436033801E7,1.600270669541671E15,1.600270605316823E15,No Label
192.168.20.18-74.125.71.188-60447-5228-6,192.168.20.18,60447,74.125.71.188,5228,6,16/09/2020 03:36:36 PM,90251316,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0664810250523106,1.80502632E7,2.4706614649844013E7,4.5116552E7,7067.0,9.0244242E7,4.5122121E7,2118.491916434896,4.5123619E7,4.5120623E7,9.0244148E7,4.5122074E7,2194.8594488030435,4.5123626E7,4.5120522E7,0,0,0,0,96,96,0.0332405125261553,0.0332405125261553,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,450,265,0,32,0,0,0,0,1.6002706418255562E15,3.683336205444967E7,1.600270686937824E15,1.600270596714884E15,No Label
192.168.20.18-8.8.8.8-0-0-0,192.168.20.18,0,8.8.8.8,0,0,16/09/2020 03:36:46 PM,64215566,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12458038600796574,9173652.285714285,2.3375325661606915E7,6.2172839E7,2654.0,6.4212912E7,2.1404304E7,3.530891677759757E7,6.2175529E7,1015085.0,6.4212834E7,2.1404278E7,3.530894968686929E7,6.2175541E7,1015037.0,0,0,0,0,0,0,0.06229019300398287,0.06229019300398287,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6002706384791162E15,3.442941841052884E7,1.600270670579125E15,1.600270606374337E15,No Label
192.168.20.22-239.255.255.250-1900-1900-17,192.168.20.22,1900,239.255.255.250,1900,17,16/09/2020 03:36:25 PM,101513562,18,0,5562.0,0.0,314.0,305.0,309.0,3.8501336875184844,0,0,0,0,54.79070865427814,0.17731620923714608,5971386.0,1.6714775834940365E7,5.0389174E7,49455.0,1.01513562E8,5971386.0,1.6714775834940365E7,5.0389174E7,49455.0,0,0,0,0,0,0,0,0,0,144,0,0.17731620923714608,0.0,305.0,314.0,308.7894736842105,3.8525452967042306,14.842105263157887,0,0,0,0,0,0,0,0,0.0,325.94444444444446,309.0,0.0,0,0,0,0,6,7379,1,309,0,0,0,0,17,8,0,0,0,0,1.6002706361637222E15,4.131163668285026E7,1.600270686866561E15,1.60027058545387E15,No Label
192.168.20.26-52.211.56.5-55680-443-6,192.168.20.26,55680,52.211.56.5,443,6,16/09/2020 03:36:19 PM,108388792,6,3,198.0,180.0,66.0,0.0,33.0,36.149688795340964,60.0,60.0,60.0,0.0,3.4874454546924003,0.0830344155879143,1.3548599E7,2.4987538068073586E7,5.4034781E7,18603.0,1.08388792E8,2.16777584E7,2.9536166548046734E7,5.4034781E7,94878.0,1.08267366E8,5.4133683E7,5669.582171553738,5.4137692E7,5.4129674E7,1,0,0,0,120,60,0.05535627705860953,0.027678138529304765,0.0,66.0,44.400000000000006,30.75060975005211,945.5999999999999,0,0,0,6,9,0,0,0,0.0,49.333333333333336,33.0,60.0,0,0,0,0,0,0,0,22,0,20,8192,63750,2,20,0,0,0,0,1.6002706338838192E15,4.416319883357389E7,1.600270688069212E15,1.600270579780991E15,No Label
192.168.20.22-224.0.0.22-0-0-0,192.168.20.22,0,224.0.0.22,0,0,16/09/2020 03:37:26 PM,460017,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,4.347665412365195,460017.0,0.0,460017.0,460017.0,460017.0,460017.0,0.0,460017.0,460017.0,0,0,0,0,0,0,0,0,0,0,0,4.347665412365195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.20.20-99.80.0.240-53309-443-6,192.168.20.20,53309,99.80.0.240,443,6,16/09/2020 03:36:42 PM,110015517,6,3,591.0,447.0,197.0,0.0,98.5,107.90134382851772,149.0,149.0,149.0,0.0,9.43503269634228,0.08180664187580011,1.3751939625E7,2.5441474239854667E7,5.4973495E7,3395.0,1.10015517E8,2.20031034E7,3.0096198498130064E7,5.4973495E7,23819.0,1.0999138E8,5.499569E7,2364.565076287815,5.4997362E7,5.4994018E7,1,0,0,0,192,96,0.05453776125053341,0.027268880625266705,0.0,197.0,123.5,87.760089638362,7701.833333333333,0,0,0,6,9,0,0,0,0.0,137.22222222222223,98.5,149.0,0,0,0,0,0,0,0,65,0,49,2641,213,2,32,0,0,0,0,1.6002706572201598E15,4.4894110075402975E7,1.600270712205506E15,1.600270602213876E15,No Label
192.168.20.18-224.0.0.251-5353-5353-17,192.168.20.18,5353,224.0.0.251,5353,17,16/09/2020 03:36:12 PM,102024604,16,0,2234.0,0.0,357.0,39.0,139.62499999999997,109.11637518417359,0,0,0,0,21.896678961870805,0.1568249164681884,6801640.266666667,2.6341128739881676E7,1.02019143E8,224.0,1.02024604E8,6801640.266666667,2.6341128739881676E7,1.02019143E8,224.0,0,0,0,0,0,0,0,0,0,128,0,0.1568249164681884,0.0,39.0,357.0,133.76470588235293,108.37927004953757,11746.06617647059,0,0,0,0,0,0,0,0,0.0,142.125,139.625,0.0,0,0,0,0,8,409082,1,139,0,0,0,0,15,8,0,0,0,0,1.6002706232526625E15,5.293628165449501E7,1.60027067426478E15,1.600270572240901E15,No Label
192.168.20.15-64.233.166.188-40408-5228-6,192.168.20.15,40408,64.233.166.188,5228,6,16/09/2020 03:36:34 PM,36757008,3,3,122.0,27.0,96.0,0.0,40.66666666666667,49.652123150307816,27.0,0.0,9.0,15.588457268119896,4.053648762706692,0.1632341783640279,7351401.6,1.6425727474337196E7,3.6734635E7,373.0,3.6757008E7,1.8378504E7,2.5976919595053453E7,3.674696E7,10048.0,3.6742319E7,1.83711595E7,2.5980215419760562E7,3.6741946E7,373.0,1,0,0,0,96,96,0.08161708918201395,0.08161708918201395,0.0,96.0,35.0,43.32435804486894,1877.0,0,0,0,3,6,0,0,0,1.0,40.833333333333336,40.666666666666664,9.0,0,0,0,0,0,0,0,20,0,4,531,265,1,32,0,0,0,0,1.6002706219306748E15,1.836328469995262E7,1.60027063112275E15,1.600270594385751E15,No Label
192.168.20.12-255.255.255.255-49154-6666-17,192.168.20.12,49154,255.255.255.255,6666,17,16/09/2020 03:38:01 PM,117002244,40,0,7000.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,59.82791236038174,0.3418737849164671,3000057.538461538,1398.0724107095311,3002444.0,2995618.0,1.17002244E8,3000057.538461538,1398.0724107095311,3002444.0,2995618.0,0,0,0,0,0,0,0,0,0,320,0,0.3418737849164671,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,179.375,175.0,0.0,0,0,0,0,0,0,1,175,0,0,0,0,39,8,0,0,0,0,1.600270740183566E15,3.334007777597578E7,1.600270795684184E15,1.600270684681762E15,No Label
192.168.20.21-35.241.141.243-44466-443-6,192.168.20.21,44466,35.241.141.243,443,6,16/09/2020 03:38:02 PM,119527197,122,122,11158.0,222.0,202.0,0.0,91.45901639344258,24.766061669041576,74.0,0.0,1.8196721311475408,11.507824426541685,95.20845703425974,2.0413764074129506,491881.46913580253,587864.1742501301,5506323.0,7304.0,1.19519778E8,987766.7603305784,466839.08333054173,5513676.0,75661.0,1.19519812E8,987767.041322314,466688.67780302954,5513782.0,75578.0,1,0,0,0,3904,3904,1.0206882037064753,1.0206882037064753,0.0,202.0,46.816326530612244,48.84991797792825,2386.3144864503174,0,0,0,122,244,0,0,0,1.0,47.00819672131148,91.45901639344262,1.819672131147541,0,0,0,0,4,196,0,45,0,0,2881,408,118,32,0,0,0,0,1.6002707432727672E15,3.4171419129972816E7,1.600270801651216E15,1.600270682153919E15,No Label
192.168.20.14-255.255.255.255-49154-6666-17,192.168.20.14,49154,255.255.255.255,6666,17,16/09/2020 03:38:02 PM,117001688,40,0,7000.0,0.0,175.0,175.0,175.0,0.0,0,0,0,0,59.82819666670108,0.3418754095240062,3000043.2820512825,2480.995194512832,3009937.0,2989963.0,1.17001688E8,3000043.2820512825,2480.995194512832,3009937.0,2989963.0,0,0,0,0,0,0,0,0,0,320,0,0.3418754095240062,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,179.375,175.0,0.0,0,0,0,0,0,0,1,175,0,0,0,0,39,8,0,0,0,0,1.6002707414663058E15,3.3339424009828586E7,1.600270796966135E15,1.600270685964776E15,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,16/09/2020 03:38:04 PM,117298820,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7331702058042868,1379986.117647059,1701204.073324247,9678834.0,30.0,1.1729882E8,1379986.117647059,1701204.073324247,9678834.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0.7331702058042868,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6002707330918698E15,3.164986349643962E7,1.600270801267723E15,1.600270685160014E15,No Label
